timestamp,scenario,detected,x,y,z,zone,motion_level,velocity,still_time,current_state,anomaly_detected,anomaly_score,anomaly_reason,fall_detected,fall_score,fall_reason,emergency_source
2026-05-15T05:40:00,empty_room,False,,,,,0.0,0.0,0,EMPTY,False,0.0,,False,0.0,,
2026-05-15T07:22:00,morning_toilet,True,0.0644,0.6597,1.0579,toilet,0.0592,0.2126,13,TOILET_USE,False,0.1027,,False,0.0,,
2026-05-15T07:23:00,morning_toilet,True,0.1306,0.6312,1.0475,toilet,0.0955,0.0269,57,TOILET_USE,False,0.0438,,False,0.0,,
2026-05-15T07:24:00,morning_toilet,True,0.1375,0.6913,1.0576,toilet,0.075,0.246,128,TOILET_USE,False,0.139,,False,0.0,,
2026-05-15T07:30:00,morning_sink,True,-0.178,0.4989,1.1572,sink,0.1203,0.0441,14,ACTIVE,False,0.0264,,False,0.0,,
2026-05-15T07:31:00,morning_sink,True,-0.1339,0.5328,1.2046,sink,0.1313,0.0525,73,ACTIVE,False,0.1668,,False,0.0,,
2026-05-15T07:32:00,morning_sink,True,-0.2138,0.5005,1.1903,sink,0.1676,0.1701,138,ACTIVE,False,0.1298,,False,0.0,,
2026-05-15T07:33:00,morning_sink,True,-0.2172,0.4937,1.1632,sink,0.167,0.2453,172,ACTIVE,False,0.0746,,False,0.0,,
2026-05-15T20:44:00,evening_bath,True,-0.2909,0.7062,1.0336,bath,0.1543,0.1885,12,ACTIVE,False,0.1136,,False,0.0,,
2026-05-15T20:45:00,evening_bath,True,-0.2898,0.7548,0.9931,bath,0.0943,0.2606,62,ACTIVE,False,0.127,,False,0.0,,
2026-05-15T20:46:00,evening_bath,True,-0.2835,0.7022,1.0415,bath,0.0906,0.0283,111,ACTIVE,False,0.0636,,False,0.0,,
2026-05-15T20:47:00,evening_bath,True,-0.2772,0.6874,1.0554,bath,0.1346,0.0753,198,ACTIVE,False,0.0949,,False,0.0,,
2026-05-15T20:48:00,evening_bath,True,-0.197,0.7436,0.9914,bath,0.0922,0.166,234,ACTIVE,False,0.0547,,False,0.0,,
2026-05-15T20:49:00,evening_bath,True,-0.236,0.7767,1.012,bath,0.1598,0.056,297,ACTIVE,False,0.0939,,False,0.0,,
2026-05-15T20:50:00,evening_bath,True,-0.2137,0.7719,0.9922,bath,0.1413,0.1298,355,ACTIVE,False,0.0208,,False,0.0,,
2026-05-15T23:34:00,night_toilet,True,0.178,0.6894,1.1177,toilet,0.1348,0.1969,17,TOILET_USE,False,0.0295,,False,0.0,,
2026-05-15T23:35:00,night_toilet,True,0.165,0.7154,1.1015,toilet,0.06,0.133,60,TOILET_USE,False,0.0871,,False,0.0,,
2026-05-15T23:36:00,night_toilet,True,0.1731,0.73,1.0611,toilet,0.1186,0.152,126,TOILET_USE,False,0.0281,,False,0.0,,
2026-05-15T23:37:00,night_toilet,True,0.1347,0.726,1.0806,toilet,0.0638,0.2183,176,TOILET_USE,False,0.1017,,False,0.0,,
2026-05-15T23:59:00,empty_room,False,,,,,0.0,0.0,0,EMPTY,False,0.0,,False,0.0,,
2026-05-16T05:40:00,empty_room,False,,,,,0.0,0.0,0,EMPTY,False,0.0,,False,0.0,,
2026-05-16T07:24:00,morning_toilet,True,0.1316,0.6847,1.0489,toilet,0.1291,0.2362,1,TOILET_USE,False,0.0623,,False,0.0,,
2026-05-16T07:25:00,morning_toilet,True,0.0683,0.7302,1.1158,toilet,0.1159,0.2322,52,TOILET_USE,False,0.1763,,False,0.0,,
2026-05-16T07:26:00,morning_toilet,True,0.1238,0.6422,1.0928,toilet,0.0995,0.0889,140,TOILET_USE,False,0.1583,,False,0.0,,
2026-05-16T07:34:00,morning_sink,True,-0.1254,0.5485,1.1952,sink,0.1181,0.2787,12,ACTIVE,False,0.1205,,False,0.0,,
2026-05-16T07:35:00,morning_sink,True,-0.1764,0.5238,1.1497,sink,0.0958,0.0255,57,ACTIVE,False,0.1042,,False,0.0,,
2026-05-16T23:59:00,empty_room,False,,,,,0.0,0.0,0,EMPTY,False,0.0,,False,0.0,,
2026-05-17T05:40:00,empty_room,False,,,,,0.0,0.0,0,EMPTY,False,0.0,,False,0.0,,
2026-05-17T07:21:00,morning_toilet,True,0.0623,0.7103,1.0447,toilet,0.1315,0.2435,0,TOILET_USE,False,0.022,,False,0.0,,
2026-05-17T07:22:00,morning_toilet,True,0.0893,0.7058,1.0571,toilet,0.1151,0.2494,54,TOILET_USE,False,0.108,,False,0.0,,
2026-05-17T07:23:00,morning_toilet,True,0.0899,0.6828,1.0726,toilet,0.0587,0.1321,113,TOILET_USE,False,0.082,,False,0.0,,
2026-05-17T07:24:00,morning_toilet,True,0.1161,0.7128,1.0939,toilet,0.0589,0.1247,190,TOILET_USE,False,0.0677,,False,0.0,,
2026-05-17T07:29:00,morning_sink,True,-0.2021,0.5258,1.1512,sink,0.1151,0.0849,0,ACTIVE,False,0.167,,False,0.0,,
2026-05-17T07:30:00,morning_sink,True,-0.1759,0.5596,1.184,sink,0.1487,0.1606,51,ACTIVE,False,0.0125,,False,0.0,,
2026-05-17T20:32:00,evening_bath,True,-0.2904,0.7231,0.9971,bath,0.1512,0.0628,2,ACTIVE,False,0.0104,,False,0.0,,
2026-05-17T20:33:00,evening_bath,True,-0.2612,0.7804,1.0428,bath,0.1081,0.2689,59,ACTIVE,False,0.1792,,False,0.0,,
2026-05-17T20:34:00,evening_bath,True,-0.2398,0.7534,0.9924,bath,0.0896,0.0352,119,ACTIVE,False,0.1351,,False,0.0,,
2026-05-17T20:35:00,evening_bath,True,-0.3041,0.7008,0.984,bath,0.1153,0.2417,185,ACTIVE,False,0.0368,,False,0.0,,
2026-05-17T20:36:00,evening_bath,True,-0.1871,0.6704,0.9949,bath,0.0761,0.2441,249,ACTIVE,False,0.0786,,False,0.0,,
2026-05-17T20:37:00,evening_bath,True,-0.1896,0.7341,1.0263,bath,0.1257,0.129,291,ACTIVE,False,0.1092,,False,0.0,,
2026-05-17T23:43:00,night_toilet,True,0.1709,0.6514,1.0973,toilet,0.0739,0.054,0,TOILET_USE,False,0.1197,,False,0.0,,
2026-05-17T23:44:00,night_toilet,True,0.115,0.7362,1.1149,toilet,0.0912,0.2796,50,TOILET_USE,False,0.1793,,False,0.0,,
2026-05-17T23:45:00,night_toilet,True,0.0701,0.6524,1.0612,toilet,0.0814,0.0379,139,TOILET_USE,False,0.0515,,False,0.0,,
2026-05-17T23:59:00,empty_room,False,,,,,0.0,0.0,0,EMPTY,False,0.0,,False,0.0,,
2026-05-18T05:40:00,empty_room,False,,,,,0.0,0.0,0,EMPTY,False,0.0,,False,0.0,,
2026-05-18T07:16:00,morning_toilet,True,0.1128,0.6911,1.0642,toilet,0.1089,0.022,15,TOILET_USE,False,0.1489,,False,0.0,,
2026-05-18T07:17:00,morning_toilet,True,0.0965,0.7051,1.1151,toilet,0.0738,0.2513,54,TOILET_USE,False,0.1362,,False,0.0,,
2026-05-18T07:18:00,morning_toilet,True,0.0797,0.6605,1.0569,toilet,0.0683,0.1849,120,TOILET_USE,False,0.0549,,False,0.0,,
2026-05-18T07:19:00,morning_toilet,True,0.1187,0.7334,1.1077,toilet,0.1071,0.2356,172,TOILET_USE,False,0.0175,,False,0.0,,
2026-05-18T07:33:00,morning_sink,True,-0.1557,0.4972,1.1993,sink,0.1535,0.1658,7,ACTIVE,False,0.029,,False,0.0,,
2026-05-18T07:34:00,morning_sink,True,-0.1237,0.5419,1.1519,sink,0.1651,0.1715,51,ACTIVE,False,0.0352,,False,0.0,,
2026-05-18T23:18:00,night_toilet,True,0.0976,0.7327,1.1037,toilet,0.0536,0.113,17,TOILET_USE,False,0.126,,False,0.0,,
2026-05-18T23:19:00,night_toilet,True,0.1395,0.6689,1.0848,toilet,0.0866,0.1814,77,TOILET_USE,False,0.0363,,False,0.0,,
2026-05-18T23:59:00,empty_room,False,,,,,0.0,0.0,0,EMPTY,False,0.0,,False,0.0,,
2026-05-19T05:40:00,empty_room,False,,,,,0.0,0.0,0,EMPTY,False,0.0,,False,0.0,,
2026-05-19T07:15:00,morning_toilet,True,0.1757,0.7224,1.1105,toilet,0.0661,0.2604,0,TOILET_USE,False,0.143,,False,0.0,,
